,nearest_tumour_dist,tumour_count_r150,tumour_frac_knn_20,PDCD1,LAG3,HAVCR2,CTLA4,CD47,THBS1,target,patients,treatment_clean
SMI_T12_F016_c317,11.617116148597358,23.0,0.9,1.0,2.0,0.0,1.0,1.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3213,77.98571728207656,8.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3292,39.978324126956565,33.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3392,45.11878212008835,32.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c3880,30.46843940867364,19.0,0.9,2.0,0.0,2.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c395,34.030035982937015,23.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c3985,18.088828043850736,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4150,24.326300581880403,33.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4235,42.87083157579292,6.0,0.1,1.0,1.0,2.0,4.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4328,61.05674728480049,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c4535,41.16998542627871,5.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c4803,43.25699943361766,28.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4845,35.057270287345396,24.0,0.85,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5506,25.59479048556577,21.0,0.7,0.0,0.0,0.0,0.0,6.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c5766,32.84365539948332,21.0,0.6,0.0,0.0,1.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5898,45.64417037256794,11.0,0.55,0.0,0.0,1.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6008,61.31772337587235,25.0,0.55,0.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6078,52.70127512688861,22.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c6287,11.64985836823769,23.0,0.8,0.0,0.0,1.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6297,74.84571464018501,17.0,0.35,0.0,0.0,0.0,2.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6454,93.51915525709164,5.0,0.2,2.0,0.0,2.0,3.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6635,70.83189465205636,7.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6859,36.11155216824665,5.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6874,36.94715144635649,2.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6967,60.11737269708325,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7010,40.10798548917668,12.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7113,60.5306418270943,18.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7302,68.13766212602233,15.0,0.45,3.0,0.0,3.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c747,40.89488869039748,28.0,0.8,0.0,1.0,0.0,1.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7733,60.61406602431481,17.0,0.6,2.0,2.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7768,34.31637509994336,14.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c801,18.508345036766432,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c8334,72.62579225041227,11.0,0.4,2.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8396,56.08326844969002,8.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8562,40.67689428901867,28.0,0.9,0.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c979,45.76811144235704,19.0,0.8,0.0,2.0,3.0,2.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c1017,77.65218928014849,24.0,0.6,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c1645,19.383670369669105,38.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c2349,54.85822636578762,13.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2814,23.124554049754174,14.0,0.45,0.0,0.0,0.0,0.0,1.0,1.0,Active,HGSC113,Treated
SMI_T12_F016_c3339,42.71407496364577,28.0,0.95,1.0,0.0,0.0,1.0,1.0,2.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4890,46.621372781161135,25.0,0.65,1.0,2.0,3.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5302,35.45174748866416,18.0,0.65,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7095,104.55662628451644,4.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7101,71.03648710345978,13.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7142,96.61568609703086,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7242,23.51850335374262,20.0,0.65,1.0,0.0,1.0,2.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7390,54.510443953429686,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7461,46.41427582113058,14.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7764,61.612156268061206,12.0,0.35,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC113,Treated
SMI_T12_F016_c7823,97.85576375462,2.0,0.1,0.0,1.0,0.0,2.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7968,30.295230647744173,6.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c8504,50.34273203750466,27.0,0.85,1.0,0.0,3.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8839,37.99011713590783,22.0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c1305,49.52748978092869,27.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c1895,9.584478285227709,22.0,0.8,0.0,0.0,3.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3543,12.989923017477619,28.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c4644,51.03351937697419,10.0,0.3,0.0,1.0,2.0,2.0,2.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4910,44.84805569921614,20.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c602,5.755388866097572,31.0,0.9,1.0,1.0,3.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7186,49.6866501185177,16.0,0.7,1.0,0.0,0.0,0.0,0.0,3.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c180,7.62287596383411,19.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c3547,34.467063988683485,16.0,0.4,2.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5103,7.0909603644357535,3.0,0.05,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5734,62.14053064626979,9.0,0.4,0.0,2.0,0.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7663,30.967061533183582,28.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7878,37.969021583390834,19.0,0.55,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c8325,89.98522156443266,4.0,0.15,0.0,0.0,2.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8606,112.44462859558917,4.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c898,44.688278284131734,21.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4414,70.09475372665172,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c5427,70.08066824025016,8.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6367,107.78293788907382,6.0,0.25,0.0,0.0,1.0,3.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7037,58.180165004922465,2.0,0.1,2.0,0.0,0.0,4.0,1.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7083,64.21236329555235,17.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC113,Treated
SMI_T12_F016_c7401,128.1194009508318,2.0,0.05,0.0,0.0,0.0,0.0,1.0,2.0,Active,HGSC113,Treated
SMI_T12_F016_c8763,42.85352960958982,6.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8819,19.069318288811658,16.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c4887,41.81880557835212,30.0,0.9,2.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c521,51.53198157455209,31.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6854,15.548716988870819,10.0,0.35,0.0,1.0,2.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6867,46.57520799738857,7.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7661,48.485189491225135,2.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7662,28.237848714092912,26.0,0.95,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7919,54.893981455165125,9.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3903,111.76531528162057,5.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4866,26.77959297674258,30.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c600,37.3810000000002,17.0,0.65,1.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6727,19.0154673884183,10.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8361,68.58525205902482,8.0,0.3,1.0,1.0,1.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c1058,11.946414734136935,10.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c6033,56.910153970974285,14.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c6105,27.364656036573855,25.0,0.55,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6294,19.897656269018285,19.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c82,31.85565148227237,19.0,0.95,0.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8764,41.63225312182871,8.0,0.45,2.0,0.0,0.0,3.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4809,51.5342264907508,10.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4908,65.38862558580051,9.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5665,70.43704990983098,13.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6217,38.965690036235344,17.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c6673,52.4324260358035,12.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c6846,47.99048238974065,7.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c8067,32.44149503336732,20.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c8385,21.844418051300917,12.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC113,Treated
SMI_T12_F016_c1104,40.70103237019928,22.0,0.7,5.0,0.0,4.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2130,25.28739656429666,27.0,0.85,0.0,1.0,0.0,3.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2241,15.764461424355973,19.0,0.7,0.0,1.0,0.0,0.0,1.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3600,132.15820134974578,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6271,34.60662647528643,11.0,0.4,0.0,0.0,1.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7704,62.62913140065095,12.0,0.15,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8042,83.25054354176909,9.0,0.45,0.0,0.0,0.0,0.0,3.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c1032,52.913517375052464,18.0,0.55,0.0,0.0,0.0,2.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c1471,22.39638339107443,19.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2180,11.811693358701833,8.0,0.25,0.0,0.0,2.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4904,6.718407549412178,30.0,0.95,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6334,19.373925776672106,19.0,0.55,3.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7229,45.9439767543037,14.0,0.7,0.0,0.0,3.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7838,25.67869350259082,15.0,0.5,0.0,1.0,2.0,2.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8295,59.58110103044419,13.0,0.3,1.0,1.0,0.0,2.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8485,27.105102840609174,19.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8754,73.12538888785468,4.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8787,16.61098732766971,12.0,0.55,1.0,2.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2364,39.683162789777796,27.0,0.85,0.0,1.0,2.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5991,24.867482783748066,10.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7171,105.65965407855536,2.0,0.1,0.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8317,29.44020550200015,18.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8357,46.03124156483288,13.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c1237,95.60681884154499,3.0,0.2,0.0,0.0,0.0,4.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c1292,27.357668851713157,16.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c1954,34.262461616176964,19.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7492,40.52307847387707,11.0,0.3,1.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2690,112.48222081733631,3.0,0.1,1.0,0.0,3.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4643,60.199543187635584,15.0,0.45,3.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4875,36.68622766107205,11.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c4396,22.548802628964584,27.0,0.75,2.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c60,8.516414384000084,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c6848,46.71042817187595,18.0,0.75,2.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7782,48.476638703606525,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c3542,52.30574733239154,6.0,0.15,0.0,0.0,0.0,1.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7730,55.26781024249112,11.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2199,26.056159809150664,26.0,0.8,1.0,1.0,4.0,4.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8331,22.05847682864791,13.0,0.6,1.0,0.0,0.0,0.0,1.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2963,41.69920034005417,20.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7303,9.909818363622946,24.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c1854,60.528874729339265,21.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c1862,45.46727052507088,19.0,0.7,0.0,2.0,0.0,0.0,1.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2123,64.5382467146419,14.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2487,76.08900567099067,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c2732,7.919797977221579,30.0,0.8,1.0,0.0,1.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c281,17.941376005201214,18.0,0.9,1.0,0.0,2.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3062,35.3560475732228,29.0,0.75,2.0,0.0,0.0,0.0,2.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c330,35.516694666030105,25.0,0.8,1.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3309,27.211051063859767,33.0,0.7,2.0,0.0,1.0,0.0,2.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c3348,26.836635407591867,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c3413,30.57844011718044,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c373,11.436121234492072,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4033,42.446092787087125,7.0,0.3,2.0,1.0,1.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c4425,4.666347608140508,30.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c4850,48.92529815954106,9.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c524,17.676841601372413,40.0,0.95,1.0,3.0,1.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5514,28.604684930968926,23.0,0.7,1.0,0.0,1.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c5659,49.519006452068176,23.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c5663,19.38569059899579,24.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6022,25.155343368755208,32.0,0.95,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6101,92.29628161524214,8.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c6237,76.22801715904728,10.0,0.45,2.0,3.0,0.0,3.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c7648,69.65636295414801,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c7868,55.93819893418038,10.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC113,Treated
SMI_T12_F016_c8456,15.800787955035672,16.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
SMI_T12_F016_c8950,57.930000863110955,7.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC113,Treated
