,nearest_tumour_dist,tumour_count_r150,tumour_frac_knn_20,PDCD1,LAG3,HAVCR2,CTLA4,CD47,THBS1,target,patients,treatment_clean
SMI_T10_F020_c7668,15.232206012262147,18.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c77,27.843894328200296,8.0,0.85,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c1504,45.61198843505966,11.0,0.45,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c1936,21.463177863494607,18.0,0.55,0.0,1.0,0.0,2.0,1.0,3.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c2129,45.39541414063753,22.0,0.6,1.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c270,76.30884021763168,15.0,0.55,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c5065,114.16397198766359,3.0,0.15,0.0,1.0,0.0,1.0,0.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c6402,99.6800682182751,3.0,0.15,1.0,0.0,1.0,0.0,0.0,2.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c6670,72.39992403310926,14.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c950,48.103205974238506,13.0,0.45,0.0,0.0,0.0,0.0,0.0,2.0,Active,HGSC10,Untreated
SMI_T10_F020_c1454,20.247032893735938,15.0,0.65,0.0,0.0,0.0,0.0,1.0,2.0,Active,HGSC10,Untreated
SMI_T10_F020_c1472,111.39863845218186,3.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC10,Untreated
SMI_T10_F020_c6354,31.959225585110698,19.0,0.95,1.0,0.0,0.0,4.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c1046,76.85863646982028,7.0,0.3,0.0,2.0,2.0,0.0,0.0,2.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c4752,25.283490660903773,7.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c5324,30.436170915540625,19.0,0.85,1.0,1.0,0.0,0.0,4.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c6016,37.404601321227815,13.0,0.7,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c6629,72.21708523611291,18.0,0.9,0.0,1.0,0.0,0.0,2.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c7405,23.976081831692188,21.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c1688,89.49233857710952,7.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c3393,39.27080467726634,13.0,0.75,0.0,2.0,0.0,0.0,1.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c6745,13.579635488480598,7.0,0.2,1.0,0.0,2.0,2.0,0.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c3956,86.42786587669535,6.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC10,Untreated
SMI_T10_F020_c4617,38.30608959421472,16.0,0.7,0.0,0.0,2.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c2054,58.520123034730524,7.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c2938,49.447621783054345,12.0,0.45,0.0,0.0,2.0,1.0,1.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c3266,33.596824254681955,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c5022,97.0801756286524,8.0,0.35,0.0,0.0,0.0,0.0,0.0,2.0,Active,HGSC10,Untreated
SMI_T10_F020_c5138,118.53720512986625,4.0,0.1,0.0,1.0,1.0,0.0,0.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c5473,32.225929001349186,8.0,0.35,2.0,0.0,3.0,0.0,2.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c3331,46.570966277284434,16.0,0.6,2.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c4741,93.31688218109305,2.0,0.05,2.0,0.0,0.0,0.0,0.0,4.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c4755,141.17445236302495,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c4383,28.08134790212166,13.0,0.5,2.0,0.0,0.0,1.0,3.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c74,59.80699520031109,5.0,0.6,1.0,1.0,1.0,1.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c5275,44.42769969287186,6.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c5587,142.26287213816533,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c2625,1.7901117283566501,16.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c7726,95.04377149503256,3.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c4910,42.63670836263029,11.0,0.3,0.0,0.0,0.0,0.0,0.0,8.0,Active,HGSC10,Untreated
SMI_T10_F020_c1639,39.33125664150601,11.0,0.55,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c7400,63.556796646778814,5.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c5341,69.28557136951389,3.0,0.15,0.0,0.0,2.0,0.0,1.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c3002,64.23833746292021,15.0,0.5,0.0,2.0,0.0,0.0,0.0,1.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c3349,45.072956415127535,19.0,0.85,0.0,0.0,0.0,0.0,2.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c3413,60.66373216346012,20.0,0.95,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c3563,15.884121001805601,22.0,0.7,2.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c3668,49.99432367779375,5.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c4358,109.23604762165273,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c4897,39.816309472375906,12.0,0.4,0.0,0.0,1.0,2.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c6493,36.80319498358802,13.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c6741,74.51056972000661,6.0,0.3,1.0,0.0,4.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c1516,62.97289099287087,8.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c6007,26.330001898974814,9.0,0.35,1.0,0.0,0.0,1.0,1.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c6318,70.41897826580555,10.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c7142,28.880940514463873,21.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,Exhausted,HGSC10,Untreated
SMI_T10_F020_c4688,15.980300372645782,16.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c5493,36.182606318506345,9.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC10,Untreated
SMI_T10_F020_c6541,60.95866304308186,18.0,0.65,0.0,0.0,0.0,0.0,1.0,1.0,Active,HGSC10,Untreated
SMI_T10_F021_c4309,95.26443302723219,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5861,52.77054576181686,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7400,111.4669466703022,3.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3008,89.45827742584788,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3158,365.61310808011257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3272,128.2093307836837,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3502,109.96682454267741,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3596,400.3272973455597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3760,107.89285518513246,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c396,139.9837686626562,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4558,10.732725655675837,14.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c471,365.8515160061527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4773,131.18301414436218,2.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4887,570.7146554978243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4952,42.311210098507644,5.0,0.2,0.0,0.0,1.0,1.0,0.0,1.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c5094,50.91358364915973,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5103,317.6326343435133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5164,242.8141225299713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6683,192.26024680104834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6820,250.2904396895732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7160,197.97987498733332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c7323,176.5554091496491,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c7690,131.06303979383355,1.0,0.05,0.0,2.0,0.0,0.0,1.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c7877,497.87692957195725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8713,173.26312302391406,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c180,0.9233228037909511,9.0,0.65,0.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c2388,146.086958007893,2.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c2645,296.8255423645346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2766,657.7653953348412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c3956,259.1109254740135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4230,16.55367028788464,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6098,133.8944692659112,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6876,50.959353410340654,6.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c8473,112.70781916087259,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1635,214.33759185919777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2116,794.3421558119651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2715,128.1527358272153,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7561,55.53330172067927,3.0,0.2,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c1059,284.27178425056525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6298,185.85804287143444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c7174,233.01333786931602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c2135,683.0543761546369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c271,504.3405924928114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3706,255.50296945436838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7151,77.50886465430898,5.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8669,223.12531456560475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2854,83.58336311132713,6.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3082,399.6118967198047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3845,205.96820142924975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4185,453.7386588114352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7079,125.2897992655428,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c821,758.5058276803153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4332,63.07885620396128,11.0,0.45,1.0,0.0,1.0,0.0,0.0,1.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c8283,454.95209637938837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2250,424.20777235336004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC6,Treated
SMI_T10_F021_c7209,316.18840238060574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7463,81.11692548414297,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2194,126.57489420892338,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2856,480.12638096651153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3267,170.0629027742386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5577,243.02512501591275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5802,136.84777126427738,1.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c6739,220.0455720981452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1247,145.46778659208374,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2630,62.67657058263475,6.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3359,371.7672220624081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4463,420.0893525191992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6278,61.6662306290892,10.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c6825,393.7734182242366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8274,153.93505123915085,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c1028,372.80328006201864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c1196,364.4194886391232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3067,149.54481669385913,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5326,190.1749996713554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7266,59.12112482015219,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2217,49.840233998246894,14.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5190,52.860159855982445,8.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c3471,225.49712974669993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5919,328.5228364969474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7501,536.5688519658967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8600,433.58733295611836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6124,242.68743374966905,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c7278,143.7937029219291,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3223,241.89870814041126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4281,75.58781912451236,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5124,128.80074533945836,2.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC6,Treated
SMI_T10_F021_c2266,213.2448874533686,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c5953,112.39360346567761,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1664,829.6977490441924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3532,28.581310326855004,7.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c3867,39.21962040866792,5.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4564,25.94332476765461,5.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c506,103.64630393796017,3.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c8503,630.1447506724152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1874,241.34468736850198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c2565,13.469684480343583,10.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4775,473.63222704963795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4844,42.96173646397441,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5582,243.47220457374584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6433,492.86208669363066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8097,284.1726103972724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6330,33.0723222649998,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6891,90.0276118754685,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3344,359.50128233429155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1026,194.82579398016063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1133,280.5986524361796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2690,60.518431076821585,8.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4037,538.9938903178776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4338,370.9348742030061,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c5678,302.84319011660153,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7448,360.7595222582488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7803,144.75805504357956,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8279,242.8144116398369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c933,572.04681495486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5273,272.0075662550586,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c6241,60.03842935986904,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c679,804.9732375209751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c7531,35.468782048443764,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8229,129.36647556457586,2.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c8417,125.0033587548753,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4290,46.48280057182423,2.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c8459,126.08303176875175,3.0,0.15,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c2502,222.62493705782356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5551,154.3149020671693,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC6,Treated
SMI_T10_F021_c173,701.5498579039124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c711,357.31360808818926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1914,117.05111178028186,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3160,32.58280681586503,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7114,258.80035722541027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4472,65.62544095089973,6.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c5263,110.46745946205161,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4926,456.9923415113212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6561,128.88240609175466,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1828,136.10193835871675,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2275,566.124875447105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3332,106.786892753746,5.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c4123,422.97877310806035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7349,211.9402789679206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3891,33.56785515936326,11.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4852,17.29920518405381,6.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c5879,343.896098989215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3873,40.38720713295243,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7007,120.40405018104656,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7551,349.6637420436954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
